GEOID,NAME,variable,year_2016,year_2021,pct_points_change
4180150,"West Linn city, Oregon",Two_races,2.91,5.79,2.87
4180150,"West Linn city, Oregon",White,85.73,82.28,-3.45
4180900,"West Slope CDP, Oregon",Asian,3.05,2.63,-0.42
4180900,"West Slope CDP, Oregon",Black,5.71,1.15,-4.56
4180900,"West Slope CDP, Oregon",HIPI,1.28,0.00,-1.28
4180900,"West Slope CDP, Oregon",Hispanic,7.12,8.32,1.20
4180900,"West Slope CDP, Oregon",Native,0.00,0.50,0.50
4180900,"West Slope CDP, Oregon",Two_races,4.64,6.30,1.66
4180900,"West Slope CDP, Oregon",White,78.67,82.70,4.03
4182800,"Wilsonville city, Oregon",Asian,3.91,4.34,0.43
4182800,"Wilsonville city, Oregon",Black,0.93,1.89,0.96
4182800,"Wilsonville city, Oregon",HIPI,1.21,1.09,-0.12
4182800,"Wilsonville city, Oregon",Hispanic,13.68,13.26,-0.42
4182800,"Wilsonville city, Oregon",Native,1.27,0.76,-0.51
4182800,"Wilsonville city, Oregon",Two_races,4.23,10.55,6.32
4182800,"Wilsonville city, Oregon",White,75.29,73.15,-2.14
4183950,"Wood Village city, Oregon",Asian,3.30,3.16,-0.15
4183950,"Wood Village city, Oregon",Black,1.88,0.45,-1.43
4183950,"Wood Village city, Oregon",HIPI,2.80,1.60,-1.20
4183950,"Wood Village city, Oregon",Hispanic,38.59,50.03,11.45
4183950,"Wood Village city, Oregon",Native,2.03,0.45,-1.58
4183950,"Wood Village city, Oregon",Two_races,5.73,13.24,7.50
4183950,"Wood Village city, Oregon",White,47.02,38.40,-8.62
