"NAME","variable","percent"
"Aloha CDP, Oregon","B02001_008",10.4014875531269
"Aloha CDP, Oregon","White",54.8762902246509
"Aloha CDP, Oregon","Black",4.2501517911354
"Aloha CDP, Oregon","Native",0.269429265330905
"Aloha CDP, Oregon","Asian",9.84365513054038
"Aloha CDP, Oregon","HIPI",0.187841530054645
"Aloha CDP, Oregon","Hispanic",24.0304341226472
"Banks city, Oregon","B02001_008",11.7788461538462
"Banks city, Oregon","White",73.5576923076923
"Banks city, Oregon","Black",0.288461538461538
"Banks city, Oregon","Native",0
"Banks city, Oregon","Asian",1.68269230769231
"Banks city, Oregon","HIPI",0.336538461538462
"Banks city, Oregon","Hispanic",13.9423076923077
"Barlow city, Oregon","B02001_008",0
"Barlow city, Oregon","White",100
"Barlow city, Oregon","Black",0
"Barlow city, Oregon","Native",0
"Barlow city, Oregon","Asian",0
"Barlow city, Oregon","HIPI",0
"Barlow city, Oregon","Hispanic",0
"Beavercreek CDP, Oregon","B02001_008",3.1544957774466
"Beavercreek CDP, Oregon","White",89.8161947342275
"Beavercreek CDP, Oregon","Black",0.919026328862394
"Beavercreek CDP, Oregon","Native",1.39095876800795
"Beavercreek CDP, Oregon","Asian",3.00546448087432
"Beavercreek CDP, Oregon","HIPI",0
"Beavercreek CDP, Oregon","Hispanic",2.45901639344262
"Beaverton city, Oregon","B02001_008",8.27262840375105
"Beaverton city, Oregon","White",61.5578765928631
"Beaverton city, Oregon","Black",2.18127346972278
"Beaverton city, Oregon","Native",0.290357663185111
"Beaverton city, Oregon","Asian",12.3622596597788
"Beaverton city, Oregon","HIPI",0.547883364455297
"Beaverton city, Oregon","Hispanic",16.8930704040383
"Bethany CDP, Oregon","B02001_008",5.31133654404481
"Bethany CDP, Oregon","White",46.1044505926154
"Bethany CDP, Oregon","Black",2.23725108446904
"Bethany CDP, Oregon","Native",0.163951224510708
"Bethany CDP, Oregon","Asian",40.4891211531236
"Bethany CDP, Oregon","HIPI",0.382552857191652
"Bethany CDP, Oregon","Hispanic",5.02442190115107
"Boring CDP, Oregon","B02001_008",7.85392696348174
"Boring CDP, Oregon","White",81.4907453726863
"Boring CDP, Oregon","Black",0
"Boring CDP, Oregon","Native",0.450225112556278
"Boring CDP, Oregon","Asian",4.20210105052526
"Boring CDP, Oregon","HIPI",0
"Boring CDP, Oregon","Hispanic",6.00300150075038
"Bull Mountain CDP, Oregon","B02001_008",3.59350445259298
"Bull Mountain CDP, Oregon","White",77.1817705605029
"Bull Mountain CDP, Oregon","Black",3.57255107386066
"Bull Mountain CDP, Oregon","Native",0.398114195914091
