GEOID,NAME,variable,female_est,male_est,total_est,summary_est,pct
4173650,"Tigard city, Oregon",hs_no_diploma,175,303,478,39519,1.21
4173650,"Tigard city, Oregon",hs_grad,3167,2716,5883,39519,14.89
4173650,"Tigard city, Oregon",some_college,3227,3131,6358,39519,16.09
4173650,"Tigard city, Oregon",associates,2092,1836,3928,39519,9.94
4173650,"Tigard city, Oregon",bachelors,5706,6120,11826,39519,29.92
4173650,"Tigard city, Oregon",masters,2910,1918,4828,39519,12.22
4173650,"Tigard city, Oregon",professional,541,545,1086,39519,2.75
4173650,"Tigard city, Oregon",doctorate,297,368,665,39519,1.68
4174850,"Troutdale city, Oregon",no_school,94,108,202,10444,1.93
4174850,"Troutdale city, Oregon",hs_no_diploma,68,91,159,10444,1.52
4174850,"Troutdale city, Oregon",hs_grad,1481,1517,2998,10444,28.71
4174850,"Troutdale city, Oregon",some_college,665,873,1538,10444,14.73
4174850,"Troutdale city, Oregon",associates,598,697,1295,10444,12.40
4174850,"Troutdale city, Oregon",bachelors,881,1073,1954,10444,18.71
4174850,"Troutdale city, Oregon",masters,463,165,628,10444,6.01
4174850,"Troutdale city, Oregon",professional,0,32,32,10444,0.31
4174850,"Troutdale city, Oregon",doctorate,48,0,48,10444,0.46
4174950,"Tualatin city, Oregon",no_school,56,314,370,18946,1.95
4174950,"Tualatin city, Oregon",hs_no_diploma,126,149,275,18946,1.45
4174950,"Tualatin city, Oregon",hs_grad,1604,1623,3227,18946,17.03
4174950,"Tualatin city, Oregon",some_college,1620,1342,2962,18946,15.63
4174950,"Tualatin city, Oregon",associates,772,714,1486,18946,7.84
4174950,"Tualatin city, Oregon",bachelors,2525,2820,5345,18946,28.21
4174950,"Tualatin city, Oregon",masters,1300,977,2277,18946,12.02
4174950,"Tualatin city, Oregon",professional,290,233,523,18946,2.76
4174950,"Tualatin city, Oregon",doctorate,196,238,434,18946,2.29
4180025,"West Haven-Sylvan CDP, Oregon",no_school,6,1,7,5985,0.12
4180025,"West Haven-Sylvan CDP, Oregon",hs_no_diploma,0,0,0,5985,0.00
4180025,"West Haven-Sylvan CDP, Oregon",hs_grad,350,151,501,5985,8.37
4180025,"West Haven-Sylvan CDP, Oregon",some_college,231,535,766,5985,12.80
4180025,"West Haven-Sylvan CDP, Oregon",associates,328,54,382,5985,6.38
4180025,"West Haven-Sylvan CDP, Oregon",bachelors,1185,924,2109,5985,35.24
4180025,"West Haven-Sylvan CDP, Oregon",masters,697,475,1172,5985,19.58
4180025,"West Haven-Sylvan CDP, Oregon",professional,237,229,466,5985,7.79
4180025,"West Haven-Sylvan CDP, Oregon",doctorate,131,267,398,5985,6.65
4180150,"West Linn city, Oregon",no_school,41,38,79,18654,0.42
4180150,"West Linn city, Oregon",hs_no_diploma,57,53,110,18654,0.59
4180150,"West Linn city, Oregon",hs_grad,1246,720,1966,18654,10.54
4180150,"West Linn city, Oregon",some_college,1220,1285,2505,18654,13.43
4180150,"West Linn city, Oregon",associates,599,544,1143,18654,6.13
4180150,"West Linn city, Oregon",bachelors,3936,3462,7398,18654,39.66
4180150,"West Linn city, Oregon",masters,1554,1473,3027,18654,16.23
4180150,"West Linn city, Oregon",professional,334,512,846,18654,4.54
4180150,"West Linn city, Oregon",doctorate,175,291,466,18654,2.50
4180900,"West Slope CDP, Oregon",no_school,25,16,41,5230,0.78
4180900,"West Slope CDP, Oregon",hs_no_diploma,13,41,54,5230,1.03
4180900,"West Slope CDP, Oregon",hs_grad,301,573,874,5230,16.71
4180900,"West Slope CDP, Oregon",some_college,375,269,644,5230,12.31
4180900,"West Slope CDP, Oregon",associates,319,201,520,5230,9.94
4180900,"West Slope CDP, Oregon",bachelors,782,695,1477,5230,28.24
4180900,"West Slope CDP, Oregon",masters,417,337,754,5230,14.42
4180900,"West Slope CDP, Oregon",professional,69,209,278,5230,5.32
4180900,"West Slope CDP, Oregon",doctorate,62,66,128,5230,2.45
4182800,"Wilsonville city, Oregon",no_school,120,49,169,18557,0.91
4182800,"Wilsonville city, Oregon",hs_no_diploma,78,101,179,18557,0.96
4182800,"Wilsonville city, Oregon",hs_grad,2193,1511,3704,18557,19.96
4182800,"Wilsonville city, Oregon",some_college,1710,1126,2836,18557,15.28
4182800,"Wilsonville city, Oregon",associates,1001,608,1609,18557,8.67
4182800,"Wilsonville city, Oregon",bachelors,2951,2852,5803,18557,31.27
4182800,"Wilsonville city, Oregon",masters,925,740,1665,18557,8.97
4182800,"Wilsonville city, Oregon",professional,74,414,488,18557,2.63
4182800,"Wilsonville city, Oregon",doctorate,264,193,457,18557,2.46
4183950,"Wood Village city, Oregon",no_school,62,0,62,2619,2.37
4183950,"Wood Village city, Oregon",hs_no_diploma,21,33,54,2619,2.06
4183950,"Wood Village city, Oregon",hs_grad,259,548,807,2619,30.81
4183950,"Wood Village city, Oregon",some_college,236,221,457,2619,17.45
4183950,"Wood Village city, Oregon",associates,83,103,186,2619,7.10
4183950,"Wood Village city, Oregon",bachelors,114,114,228,2619,8.71
4183950,"Wood Village city, Oregon",masters,72,60,132,2619,5.04
4183950,"Wood Village city, Oregon",professional,46,25,71,2619,2.71
4183950,"Wood Village city, Oregon",doctorate,0,0,0,2619,0.00
